index,topic,article_id,comment_id,comment_content,article_link,article_title
51,pensions,DI20240916055100,DI20240916055100-16062661,"Dues generacions de relaxació intel·lectual han permès que els primers debilitats siguin ja els mestres, sense cap pensament crític adoctrinen els nens amb ideologies importades canviant els patrons culturals mil·lenaris sense que els surtin els colors.",https://www.diariandorra.ad/nacional/240916/els-mestres-reclamen-millores-laborals-per-dignificar-professio_158189.html,Els mestres reclamen millores laborals per dignificar la professió
52,pensions,DI20240923061000,DI20240923061000-16369800,Visca la llibertat carai,https://www.diariandorra.ad/nacional/240923/deute-principat-14-589-euros-per-ciutada_158626.html,El deute del Principat és de 14.589 euros per ciutadà
53,pensions,AL20240925164000,AL20240925164000-226094,Pues resulta que ara la Cass ens reclama factures del any 2019. Sou uns poques vergonyes fa anys que esteu robant al poble i després repartiu els 100% com fi fossin caramels. Les coses oficials no prescriuen al cap de cinc anys? No teniu vergonya.  I Govern i la justícia que fan?? Res de res,https://www.altaveu.com/actualitat/sanitat/cass-tanca-primer-semestre-deficit-sanitari-157-milions-euros_60584_102.html,"La CASS tanca el primer semestre amb un dèficit sanitari de 15,7 milions d’euros"
54,pensions,DI20240922060300,DI20240922060300-16357631,"Aquí paguem justos per pecadors, alguns AN cotitzat poc o mai pro tenen pensions més altes que a cotitzat més de vint anys, com pot ser això? Conec gent que tenen pagues de la cass, pro després se'n van a buscar bolets, apenes a cotitzat. ",https://www.diariandorra.ad/nacional/240922/pensio-revalora-50-euros-per-qui-cotitzat-mes-20-anys_158574.html,La pensió es revalora 50 euros per a qui ha cotitzat més de 20 anys
55,pensions,DI20240916055100,DI20240916055100-16063543,"Nens que es porten de meravella, a l'escola han de tornar-se malparits per sobreviure.. i el problema és dels pares? qualsevol cosa que fan ho han de solucionar els nens entre ells, els profes passen de tot encara que la solució només pugui ser exercida per un adult, menys responsabilitat i volen més calers? ",https://www.diariandorra.ad/nacional/240916/els-mestres-reclamen-millores-laborals-per-dignificar-professio_158189.html,Els mestres reclamen millores laborals per dignificar la professió
56,pensions,DI20240913141600,DI20240913141600-16041964,"No sigui bajanades, pobrista. Orgullo hauria de sentir al comparar-se amb Espanya o França",https://www.diariandorra.ad/nacional/240913/fons-reserva-jubilacio-guanya-8-4-milions-l-agost_158054.html,"El fons de reserva de jubilació guanya 8,4 milions a l'agost"
57,pensions,DI20240913060100,DI20240913060100-16034962,"No se en quina realitat virtual han tret aquestes dades. El mon ideal seria aquest, que no hi hagués llista d'espera i que els recursos fossin els suficients; però estem molt lluny de la realitat. L'àmbit social en aquest país és molt precari i amb molts dèficits tant d'infraestructures com de personal. ",https://www.diariandorra.ad/nacional/240913/llista-d-espera-per-ingressar-residencia-queda-zero_158015.html,La llista d’espera per ingressar en una residència queda a zero
58,pensions,DI20240917053600,DI20240917053600-16073690,"Una cosa és que tinguin privacitat, i una altra és que aquestes persones estiguin tancades, aïllades de la societat. A més, les que estan interna te tampoc en te en, de privacitat, perquè hi ha càmeres en les habitacions. ",https://www.diariandorra.ad/nacional/240917/centre-salut-mental-mantindra-tot-i-rebuig_158252.html,El centre de salut mental es mantindrà tot i el rebuig
59,pensions,DI20240906055500,DI20240906055500-15949964,"Si, està clar que es veu de lluny que Andorra és Xauxa, gràcies a la ""gran visió"" dels que o-k-upen càrrecs!",https://www.diariandorra.ad/nacional/240906/l-institut-ramon-cugat-demanar-instal-lacions-franc_157600.html,L’Institut Ramon Cugat va demanar instal·lacions de franc
60,pensions,DI20240923061000,DI20240923061000-16365046,"El que no està prohibit està obligat, no tenim marge de maniobra.    Apropiacions temporals de propietats privades, oblogatorietats del que la gent ha de cobrar i pagar, etc….",https://www.diariandorra.ad/nacional/240923/deute-principat-14-589-euros-per-ciutada_158626.html,El deute del Principat és de 14.589 euros per ciutadà
61,pensions,DI20240923064700,DI20240923064700-16368605,"Bon día, perque veten el meu comentari, no es just que per directamente la realitat del pais no li agradi a vuste. Faci el favor de posar el meu comentari. O es que s'ha implantat la SANTA INQUISICION a Andorra?",https://www.diariandorra.ad/opinio/editorial/240923/pensions-jubilacio-baixes_158636.html,Pensions de jubilació baixes
62,pensions,DI20240912061000,DI20240912061000-16027573,"Magnífic, ja pots començar tu i tota la teva familia",https://www.diariandorra.ad/nacional/240912/policia-investiga-altres-pisos-on-hi-prostitucio_157951.html,La policia investiga altres pisos on hi ha prostitució
63,pensions,DI20240925055900,DI20240925055900-16390801,"Ves a l'hospital i veuras la quantitad de de sud americans que tenen, mira les empreses de transport public  i veuras els grans profesionals que porten els nostres fills al cole",https://www.diariandorra.ad/nacional/240925/concordia-vol-limitar-els-permisos-d-acces-pais-atorga-govern_158746.html,Concòrdia vol limitar els permisos d’accés al país que atorga el Govern
64,pensions,DI20240923061000,DI20240923061000-16366074,"I a qui potser ens inclouen a tots, quan només haurien d'incloure els andorrans! que els demés no podem votar ni decidim en res.",https://www.diariandorra.ad/nacional/240923/deute-principat-14-589-euros-per-ciutada_158626.html,El deute del Principat és de 14.589 euros per ciutadà
65,pensions,DI20240912061000,DI20240912061000-16026216,"Uns veïns una mica xafarders i ressentits. Cap es queixa de res en concret però com que no els hi agrada/ no els deixen tenir relació amb aquestes persones, denúncia i fora.",https://www.diariandorra.ad/nacional/240912/policia-investiga-altres-pisos-on-hi-prostitucio_157951.html,La policia investiga altres pisos on hi ha prostitució
66,pensions,DI20240916055100,DI20240916055100-16071379,"Ni els empresaria que tenen contractes amb l’administració pública, ni els empresaris que es beneficien de les subvencions públiques (com hotelers i comerçants que no paguen el cost de circs i esdeveniments per promoure comerç), et sembla?",https://www.diariandorra.ad/nacional/240916/els-mestres-reclamen-millores-laborals-per-dignificar-professio_158189.html,Els mestres reclamen millores laborals per dignificar la professió
67,pensions,DI20240925055900,DI20240925055900-16388876,Que comencin a fer país els empresaris en lloc de tancar la porta als treballadors d'aquí.,https://www.diariandorra.ad/nacional/240925/concordia-vol-limitar-els-permisos-d-acces-pais-atorga-govern_158746.html,Concòrdia vol limitar els permisos d’accés al país que atorga el Govern
68,pensions,DI20240926064000,DI20240926064000-16824331,"El cronista dona i deixa per escrit que creixement econòmic es igual a generació de riquesa. Segurament, aquest es el problema actual. No veiem que estem hipotecant el futur del país, de fet la ultima part si que accepta que la forma amb la qual estem tapant els forats no es sostenible!!!! Ara si concorida son els dolents de la pelicula i pel diari el govern actual ho fa tot bé… es espectacular el nivell actualment. Andorra ha de mirar mes lluny que el demà ",https://www.diariandorra.ad/opinio/editorial/240926/mes-assalariats_158832.html,Més assalariats
69,pensions,AL20240925164000,AL20240925164000-226114,Muchos son los de baja...que no tienen nada...y trabajan en 2 sitios..al de dia no van ...pero al de...tarde-noche SI...porque a partir de las 6 u 7 de la tarde no se controla nada...el burro que dice...que masajes terapeuticos !! no !! Reza que mañana ...no te pase a ti..eso es algo necesario...la gente no lo hace por gusto..?y dientes y gafas..no ? De que psiquiatrico te has escapado ? Acaso crees que tu no lo vas a necesitar..? Escupe para arriba que te caerá encima..tiempo al tiempo...,https://www.altaveu.com/actualitat/sanitat/cass-tanca-primer-semestre-deficit-sanitari-157-milions-euros_60584_102.html,"La CASS tanca el primer semestre amb un dèficit sanitari de 15,7 milions d’euros"
70,pensions,DI20240923061000,DI20240923061000-16370055,"Gent com tu, parent-te la pastilla i reposa.",https://www.diariandorra.ad/nacional/240923/deute-principat-14-589-euros-per-ciutada_158626.html,El deute del Principat és de 14.589 euros per ciutadà
71,pensions,DI20240925130400,DI20240925130400-16391581,"AQUET PAÍS SI NO ETS SUDAMERICA HO PORTES MUCADOR NO REPS CAP AJUDA, CARA DURES.",https://www.diariandorra.ad/nacional/240925/afers-socials-atorga-1-330-noves-prestacions-durant-primer-trimestre_158781.html,Afers Socials atorga 1.330 noves prestacions durant el primer trimestre
72,pensions,DI20240925161100,DI20240925161100-16393681,"Perquè les pensions s'han de pagar només amb les cotitzacions? Si totes les despeses públiques en un Estat es paguen amb impostos mai a la vida han de córrer perill les pensions, si hi ha diners per a obra pública n'hi ha d'haver per pagar les pensions.",https://www.diariandorra.ad/nacional/240925/cass-suma-15-7-milions-deficit-fins-juny_158791.html,"El dèfici de la CASS s'enfila a 15,7 milions fins al juny"
73,pensions,DI20240906055500,DI20240906055500-15951363,Uns catalans espavilats,https://www.diariandorra.ad/nacional/240906/l-institut-ramon-cugat-demanar-instal-lacions-franc_157600.html,L’Institut Ramon Cugat va demanar instal·lacions de franc
74,pensions,DI20240912061000,DI20240912061000-16024916,"Entre narcopisos, pisos patera, pisos de meuques, i proxenetes legals he il·legals se us acumularà la feina.",https://www.diariandorra.ad/nacional/240912/policia-investiga-altres-pisos-on-hi-prostitucio_157951.html,La policia investiga altres pisos on hi ha prostitució
75,pensions,DI20240916055100,DI20240916055100-16066822,I n'hi ha que encara han de treballar durant el mes de juliol. ,https://www.diariandorra.ad/nacional/240916/els-mestres-reclamen-millores-laborals-per-dignificar-professio_158189.html,Els mestres reclamen millores laborals per dignificar la professió
76,pensions,DI20240925130400,DI20240925130400-16396400,"Si està ple govern de gent treballant sense haver pasat mai un EDICTE, les lleis a govern tenen de ser igual que ha la privada ho govern se les pot pasar totes pel folre?  perquè a la privada si al 3 contracte no el fan fixe algú  li foten una bona multa, ahhh es veritat govern entre contracte i contracte ja han posat 45 dies per el mig per evitar problemes no fos que eh ",https://www.diariandorra.ad/nacional/240925/afers-socials-atorga-1-330-noves-prestacions-durant-primer-trimestre_158781.html,Afers Socials atorga 1.330 noves prestacions durant el primer trimestre
77,pensions,DI20240925055900,DI20240925055900-16389267,"Si, per segona residència, que tens algun problema ? O es que vols sembrar el desconcert. Si dius la mesura digala tota",https://www.diariandorra.ad/nacional/240925/concordia-vol-limitar-els-permisos-d-acces-pais-atorga-govern_158746.html,Concòrdia vol limitar els permisos d’accés al país que atorga el Govern
78,pensions,DI20240923061000,DI20240923061000-16365841,"I això porta altres problemes. Que li preguntin a Suècia, Noruega.. ",https://www.diariandorra.ad/nacional/240923/deute-principat-14-589-euros-per-ciutada_158626.html,El deute del Principat és de 14.589 euros per ciutadà
79,pensions,DI20240912061000,DI20240912061000-16035989,"Bueno, como en todo el mundo, no?. Además aqui hay una legion de europeos viviendo, no solo españoles. ",https://www.diariandorra.ad/nacional/240912/policia-investiga-altres-pisos-on-hi-prostitucio_157951.html,La policia investiga altres pisos on hi ha prostitució
80,pensions,DI20240916055100,DI20240916055100-16064252,"Veient el nivell dels comentaris, és evident que encara fan falta més mestres.",https://www.diariandorra.ad/nacional/240916/els-mestres-reclamen-millores-laborals-per-dignificar-professio_158189.html,Els mestres reclamen millores laborals per dignificar la professió
81,pensions,DI20240923061000,DI20240923061000-16364798,Aquest deute el genera la festa dels de sempre.,https://www.diariandorra.ad/nacional/240923/deute-principat-14-589-euros-per-ciutada_158626.html,El deute del Principat és de 14.589 euros per ciutadà
82,pensions,DI20240925130400,DI20240925130400-16392803,"És una vergonya com s'amaga la realitat del país i com es maquilla, els temes que punxen aquí al diari estant a un  racó amb petit i poc temps molt poc.",https://www.diariandorra.ad/nacional/240925/afers-socials-atorga-1-330-noves-prestacions-durant-primer-trimestre_158781.html,Afers Socials atorga 1.330 noves prestacions durant el primer trimestre
83,pensions,DI20240923061000,DI20240923061000-16364944,Es el que tenen les polítiques d’esquerres ,https://www.diariandorra.ad/nacional/240923/deute-principat-14-589-euros-per-ciutada_158626.html,El deute del Principat és de 14.589 euros per ciutadà
84,pensions,DI20240915055700,DI20240915055700-16054202,Doncs segurament el cost no sigui el mateix. ,https://www.diariandorra.ad/nacional/240915/cass-financat-17-tractaments-fertilitat-aquest-any_158131.html,La CASS ha finançat 17 tractaments de fertilitat aquest any
85,pensions,DI20240927111800,DI20240927111800-17081318,Cap a la Seu pagant de la vostra butxaca. A tots ens agrada passar-ho be i no tenir responsabilitats,https://www.diariandorra.ad/nacional/240927/accio-feminista-reclama-despenalitzacio-l-avortament-amb-cobertura-sanitaria_158906.html,Acció Feminista reclama la despenalització de l'avortament amb cobertura sanitària
